joint_pos_desired, joint_pos, joint_vel_desired, joint_vel_filtered, target_torque, current_time
0.368163,0.371073,-0.0150539,-1.94563e-15,2,0.932
0.368103,0.371073,-0.0151765,-1.08177e-15,2,0.936
0.368042,0.371073,-0.0152996,-6.01463e-16,2,0.94
0.36798,0.371073,-0.0154231,-3.34414e-16,3,0.944
0.367918,0.371073,-0.0155471,-1.85934e-16,3,0.948
0.367856,0.371073,-0.0156714,-1.03379e-16,3,0.952
0.367793,0.371073,-0.0157962,-5.74789e-17,3,0.956
0.367729,0.371073,-0.0159215,-3.19583e-17,3,0.96
0.367665,0.371073,-0.0160472,-1.77688e-17,3,0.964
0.367601,0.371073,-0.0161733,-9.87945e-18,3,0.968
0.367536,0.371073,-0.0162998,-5.49297e-18,3,0.972
0.367471,0.371073,-0.0164268,-3.05409e-18,3,0.976
0.367405,0.371073,-0.0165542,-1.69808e-18,3,0.98
0.367338,0.371073,-0.016682,-9.4413e-19,3,0.984
0.367271,0.371073,-0.0168103,-5.24936e-19,3,0.988
0.367204,0.371073,-0.016939,-2.91865e-19,3,0.992
0.367136,0.371073,-0.0170681,-1.62277e-19,3,0.996
0.367067,0.371073,-0.0171976,-9.02259e-20,3,1
0.366998,0.371073,-0.0173276,-5.01656e-20,3,1.004
0.366929,0.371073,-0.017458,-2.78921e-20,4,1.008
0.366858,0.371073,-0.0175888,-1.5508e-20,4,1.012
0.366788,0.371073,-0.01772,-8.62244e-21,4,1.016
0.366717,0.371073,-0.0178517,-4.79408e-21,4,1.02
0.366645,0.371073,-0.0179838,-2.66551e-21,4,1.024
0.366573,0.371073,-0.0181163,-1.48202e-21,4,1.028
0.3665,0.371073,-0.0182492,-8.24004e-22,4,1.032
0.366427,0.371073,-0.0183825,-4.58146e-22,4,1.036
0.366353,0.371073,-0.0185163,-2.54729e-22,4,1.04
0.366279,0.371073,-0.0186504,-1.4163e-22,4,1.044
0.366204,0.371073,-0.018785,-7.8746e-23,4,1.048
0.366128,0.371073,-0.01892,-4.37828e-23,4,1.052
0.366052,0.371073,-0.0190555,-2.43432e-23,4,1.056
0.365976,0.371073,-0.0191913,-1.35348e-23,4,1.06
0.365899,0.371073,-0.0193276,-7.52537e-24,5,1.064
0.365821,0.371073,-0.0194642,-4.18411e-24,5,1.068
0.365743,0.371073,-0.0196013,-2.32636e-24,5,1.072
0.365665,0.371073,-0.0197388,-1.29346e-24,5,1.076
0.365585,0.371073,-0.0198767,-7.19162e-25,5,1.08
0.365506,0.371073,-0.020015,-3.99854e-25,5,1.084
0.365425,0.371073,-0.0201537,-2.22319e-25,5,1.088
0.365344,0.371073,-0.0202928,-1.23609e-25,5,1.092
0.365263,0.371073,-0.0204324,-6.87268e-26,5,1.096
0.365181,0.371073,-0.0205723,-3.82121e-26,5,1.1
0.365098,0.371073,-0.0207127,-2.12459e-26,5,1.104
0.365015,0.371073,-0.0208534,-1.18127e-26,5,1.108
0.364931,0.371073,-0.0209946,-6.56788e-27,5,1.112
0.364847,0.371073,-0.0211362,-3.65174e-27,6,1.116
0.364762,0.371073,-0.0212781,-2.03037e-27,6,1.12
0.364677,0.371073,-0.0214205,-1.12888e-27,6,1.124
0.364591,0.371073,-0.0215633,-6.2766e-28,6,1.128
0.364504,0.371073,-0.0217065,-3.48979e-28,6,1.132
0.364417,0.371073,-0.02185,-1.94032e-28,6,1.136
0.36433,0.371073,-0.021994,-1.07882e-28,6,1.14
0.364241,0.371073,-0.0221384,-5.99824e-29,6,1.144
0.364153,0.371073,-0.0222832,-7.6699e-05,6,1.148
0.364063,0.371073,-0.0224283,3.40544e-05,6,1.152
0.363973,0.371073,-0.0225739,1.89342e-05,6,1.156
0.363883,0.371073,-0.0227199,1.05274e-05,6,1.16
0.363791,0.371073,-0.0228662,5.85325e-06,7,1.164
0.3637,0.371073,-0.023013,3.25441e-06,7,1.168
0.363607,0.371074,-0.0231601,4.0159e-05,7,1.172
0.363514,0.371073,-0.0233077,-1.60211e-05,7,1.176
0.363421,0.371073,-0.0234556,-8.90775e-06,7,1.18
0.363327,0.371073,-0.0236039,-4.95271e-06,7,1.184
0.363232,0.371073,-0.0237526,-2.75371e-06,7,1.188
0.363137,0.371074,-0.0239017,3.68185e-05,7,1.192
0.363041,0.371073,-0.0240512,-1.78785e-05,7,1.196
0.362944,0.371073,-0.0242011,-9.94042e-06,7,1.2
0.362847,0.371073,-0.0243514,-5.52687e-06,7,1.204
0.362749,0.371073,-0.0245021,-3.07294e-06,8,1.208
0.362651,0.371073,-0.0246531,-1.70856e-06,8,1.212
0.362552,0.371073,-0.0248045,-9.49957e-07,8,1.216
0.362453,0.371073,-0.0249563,-5.28176e-07,8,1.22
0.362353,0.371074,-0.0251085,3.80558e-05,8,1.224
0.362252,0.371073,-0.0252611,-1.71905e-05,8,1.228
0.36215,0.371074,-0.0254141,2.87916e-05,8,1.232
0.362048,0.371073,-0.0255674,-2.23414e-05,8,1.236
0.361946,0.371073,-0.0257212,-1.24218e-05,8,1.24
0.361843,0.371073,-0.0258753,-6.90652e-06,8,1.244
0.361739,0.371073,-0.0260298,-3.84003e-06,9,1.248
0.361634,0.371073,-0.0261846,-2.13505e-06,9,1.252
0.361529,0.371073,-0.0263399,-1.18709e-06,9,1.256
0.361424,0.371073,-0.0264955,-6.60022e-07,9,1.26
0.361317,0.371073,-0.0266515,-3.66972e-07,9,1.264
0.361211,0.371073,-0.0268079,-2.04037e-07,9,1.268
0.361103,0.371074,-0.0269646,3.82361e-05,9,1.272
0.360995,0.371073,-0.0271218,-1.70903e-05,9,1.276
0.360886,0.371073,-0.0272793,-4.78517e-05,9,1.28
0.360777,0.371073,-0.0274371,1.1744e-05,9,1.284
0.360667,0.371073,-0.0275954,6.52965e-06,10,1.288
0.360556,0.371073,-0.027754,-3.4719e-05,10,1.292
0.360445,0.371073,-0.027913,1.90457e-05,10,1.296
0.360333,0.371073,-0.0280723,1.05894e-05,10,1.3
0.36022,0.371073,-0.0282321,-7.08113e-05,10,1.304
0.360107,0.371073,-0.0283922,-1.02157e-06,10,1.308
0.359993,0.371074,-0.0285526,7.6131e-05,10,1.312
0.359878,0.371073,-0.0287134,3.97934e-06,10,1.316
0.359763,0.371073,-0.0288746,2.21251e-06,10,1.32
0.359647,0.371073,-0.0290362,1.23016e-06,11,1.324
0.359531,0.371074,-0.0291981,3.90335e-05,11,1.328
0.359414,0.371073,-0.0293604,-5.49964e-05,11,1.332
0.359296,0.371073,-0.0295231,7.77151e-06,11,1.336
0.359177,0.371074,-0.0296861,4.26705e-05,11,1.34
0.359058,0.371074,-0.0298495,2.37248e-05,11,1.344
0.358939,0.371073,-0.0300132,-2.51585e-05,11,1.348
0.358818,0.371073,-0.0301773,-1.39881e-05,11,1.352
0.358697,0.371073,-0.0303418,-4.61269e-05,12,1.356
0.358576,0.371074,-0.0305066,5.10525e-05,12,1.36
0.358453,0.371073,-0.0306717,-8.66634e-05,12,1.364
0.35833,0.371074,-0.0308373,6.68637e-05,12,1.368
0.358207,0.371073,-0.0310032,-3.95228e-05,12,1.372
0.358082,0.371074,-0.0311694,5.47243e-05,12,1.376
0.357957,0.371073,-0.031336,-4.62723e-05,12,1.38
0.357831,0.371073,-0.031503,1.26221e-05,12,1.384
0.357705,0.371073,-0.0316703,-3.13316e-05,12,1.388
0.357578,0.371073,-0.0318379,-1.74204e-05,13,1.392
0.35745,0.371073,-0.0320059,-9.68573e-06,13,1.396
0.357322,0.371073,-0.0321743,-5.38527e-06,13,1.4
0.357193,0.371073,-0.032343,-4.13437e-05,13,1.404
0.357063,0.371073,-0.0325121,-2.29871e-05,13,1.408
0.356933,0.371073,-0.0326815,2.55687e-05,13,1.412
0.356802,0.371073,-0.0328513,1.42162e-05,13,1.416
0.35667,0.371073,-0.0330214,7.9042e-06,13,1.42
0.356538,0.371073,-0.0331918,4.39473e-06,14,1.424
0.356405,0.371073,-0.0333626,2.44347e-06,14,1.428
0.356271,0.371073,-0.0335338,1.35857e-06,14,1.432
0.356136,0.371073,-0.0337053,7.55365e-07,14,1.436
0.356001,0.371073,-0.0338771,4.19983e-07,14,1.44
0.355865,0.371073,-0.0340493,2.33511e-07,14,1.444
0.355729,0.371073,-0.0342218,1.29832e-07,14,1.448
0.355592,0.371073,-0.0343947,7.21865e-08,15,1.452
0.355454,0.371073,-0.0345679,4.01357e-08,15,1.456
0.355315,0.371073,-0.0347414,2.23155e-08,15,1.46
0.355176,0.371073,-0.0349153,1.24074e-08,15,1.464
0.355036,0.371073,-0.0350895,6.89851e-09,15,1.468
0.354895,0.371073,-0.0352641,3.83557e-09,15,1.472
0.354754,0.371073,-0.035439,2.13258e-09,15,1.476
0.354611,0.371073,-0.0356142,1.18571e-09,15,1.48
0.354469,0.371073,-0.0357898,6.59257e-10,16,1.484
0.354325,0.371073,-0.0359657,-3.83491e-05,16,1.488
0.354181,0.371073,-0.0361419,1.70274e-05,16,1.492
0.354036,0.371073,-0.0363185,9.46723e-06,16,1.496
0.35389,0.371073,-0.0364954,5.26378e-06,16,1.5
0.353744,0.371073,-0.0366727,2.92666e-06,16,1.504
0.353597,0.371073,-0.0368502,1.62722e-06,16,1.508
0.353449,0.371073,-0.0370281,9.04736e-07,17,1.512
0.353301,0.371073,-0.0372064,5.03033e-07,17,1.516
0.353152,0.371073,-0.0373849,2.79687e-07,17,1.52
0.353002,0.371073,-0.0375638,1.55506e-07,17,1.524
0.352851,0.371073,-0.037743,8.64612e-08,17,1.528
0.3527,0.371073,-0.0379226,4.80724e-08,17,1.532
0.352548,0.371073,-0.0381024,2.67283e-08,17,1.536
0.352395,0.371073,-0.0382826,1.48609e-08,18,1.54
0.352241,0.371073,-0.0384631,8.26267e-09,18,1.544
0.352087,0.371073,-0.038644,4.59404e-09,18,1.548
0.351932,0.371073,-0.0388251,2.55429e-09,18,1.552
0.351777,0.371073,-0.0390066,1.42018e-09,18,1.556
0.35162,0.371073,-0.0391884,7.89622e-10,18,1.56
0.351463,0.371073,-0.0393706,4.3903e-10,19,1.564
0.351305,0.371073,-0.039553,2.44101e-10,19,1.568
0.351147,0.371073,-0.0397358,1.3572e-10,19,1.572
0.350987,0.371073,-0.0399189,7.54603e-11,19,1.576
0.350827,0.371073,-0.0401023,4.19559e-11,19,1.58
0.350667,0.371073,-0.040286,2.33275e-11,19,1.584
0.350505,0.371073,-0.04047,1.29701e-11,19,1.588
0.350343,0.371073,-0.0406544,7.21137e-12,20,1.592
0.35018,0.371073,-0.040839,4.00952e-12,20,1.596
0.350016,0.371073,-0.041024,2.22929e-12,20,1.6
0.349852,0.371073,-0.0412093,1.23949e-12,20,1.604
0.349686,0.371073,-0.0413949,6.89155e-13,20,1.608
0.34952,0.371072,-0.0415808,-7.6699e-05,20,1.612
0.349354,0.371073,-0.0417671,3.40544e-05,21,1.616
0.349186,0.371073,-0.0419536,1.89342e-05,21,1.62
0.349018,0.371073,-0.0421405,1.05274e-05,21,1.624
0.348849,0.371073,-0.0423276,-3.24963e-05,21,1.628
0.34868,0.371073,-0.0425151,2.02816e-05,21,1.632
0.348509,0.371073,-0.0427029,1.12766e-05,21,1.636
0.348338,0.371073,-0.042891,-3.20797e-05,22,1.64
0.348166,0.371072,-0.0430794,-5.61858e-05,22,1.644
0.347993,0.371073,-0.043268,7.11018e-06,22,1.648
0.34782,0.371073,-0.043457,3.95326e-06,22,1.652
0.347646,0.371073,-0.0436464,2.19801e-06,22,1.656
0.347471,0.371073,-0.043836,1.2221e-06,22,1.66
0.347295,0.371073,-0.0440259,6.79485e-07,23,1.664
0.347118,0.371073,-0.0442161,3.77794e-07,23,1.668
0.346941,0.371073,-0.0444066,2.10053e-07,23,1.672
0.346763,0.371073,-0.0445974,1.1679e-07,23,1.676
0.346584,0.371073,-0.0447885,6.4935e-08,23,1.68
0.346405,0.371073,-0.0449799,3.61039e-08,23,1.684
0.346225,0.371073,-0.0451716,2.00738e-08,24,1.688
0.346043,0.371073,-0.0453636,1.1161e-08,24,1.692
0.345862,0.371073,-0.0455559,6.20552e-09,24,1.696
0.345679,0.371073,-0.0457485,3.45027e-09,24,1.7
0.345496,0.371073,-0.0459414,1.91835e-09,24,1.704
0.345311,0.371073,-0.0461346,1.0666e-09,24,1.708
0.345127,0.371073,-0.0463281,5.93031e-10,25,1.712
0.344941,0.371073,-0.0465218,3.29725e-10,25,1.716
0.344754,0.371073,-0.0467159,1.83327e-10,25,1.72
0.344567,0.371073,-0.0469103,1.0193e-10,25,1.724
0.344379,0.371073,-0.0471049,5.6673e-11,25,1.728
0.34419,0.371073,-0.0472998,3.15102e-11,26,1.732
0.344001,0.371073,-0.0474951,1.75197e-11,26,1.736
0.34381,0.371073,-0.0476906,9.74094e-12,26,1.74
