joint_pos, joint_vel_desired, joint_vel_filtered, current_time
6.32249e-05,0.0157962,2.11459e-05,0.956
6.39159e-05,0.0159215,8.84562e-05,0.96
6.28794e-05,0.0160472,-6.58669e-05,0.964
6.39159e-05,0.0161733,7.84265e-05,0.968
6.39159e-05,0.0162998,4.36052e-05,0.972
6.39159e-05,0.0164268,2.42445e-05,0.976
6.28794e-05,0.0165542,-0.000101569,0.98
6.32249e-05,0.016682,-1.81226e-05,0.984
6.39159e-05,0.0168103,6.66228e-05,0.988
6.39159e-05,0.016939,3.70423e-05,0.992
6.28794e-05,0.0170681,-9.4453e-05,0.996
6.28794e-05,0.0171976,-5.25159e-05,1
6.28794e-05,0.0173276,-2.91988e-05,1.004
6.39159e-05,0.017458,9.8814e-05,1.008
6.35704e-05,0.0175888,1.65911e-05,1.012
6.32249e-05,0.01772,-2.91249e-05,1.016
6.32249e-05,0.0178517,-1.61934e-05,1.02
6.39159e-05,0.0179838,6.76955e-05,1.024
6.35704e-05,0.0181163,-7.10828e-07,1.028
6.35704e-05,0.0182492,-3.9522e-07,1.032
6.39159e-05,0.0183825,3.81298e-05,1.036
6.28794e-05,0.0185163,-9.38484e-05,1.04
6.35704e-05,0.0186504,2.45193e-05,1.044
6.35704e-05,0.018785,1.36327e-05,1.048
6.35704e-05,0.01892,7.57981e-06,1.052
6.35704e-05,0.0190555,4.21437e-06,1.056
6.35704e-05,0.0191913,2.34319e-06,1.06
6.35704e-05,0.0193276,1.30281e-06,1.064
6.35704e-05,0.0194642,7.24365e-07,1.068
6.35704e-05,0.0196013,4.02747e-07,1.072
6.35704e-05,0.0197388,2.23927e-07,1.076
6.28794e-05,0.0198767,-7.65745e-05,1.08
6.39159e-05,0.020015,7.24731e-05,1.084
6.35704e-05,0.0201537,1.94553e-06,1.088
6.28794e-05,0.0202928,-7.56173e-05,1.092
6.35704e-05,0.0204324,3.46558e-05,1.096
6.28794e-05,0.0205723,-5.74304e-05,1.1
6.39159e-05,0.0207127,8.31172e-05,1.104
6.39159e-05,0.0208534,4.62132e-05,1.108
6.35704e-05,0.0209946,-1.2655e-05,1.112
6.39159e-05,0.0211362,3.13133e-05,1.116
6.28794e-05,0.0212781,-9.76383e-05,1.12
6.35704e-05,0.0214205,2.24121e-05,1.124
6.28794e-05,0.0215633,-6.42379e-05,1.128
6.35704e-05,0.0217065,4.09828e-05,1.132
6.35704e-05,0.02185,2.27864e-05,1.136
6.35704e-05,0.021994,1.26692e-05,1.14
6.35704e-05,0.0221384,7.0441e-06,1.144
6.35704e-05,0.0222832,3.91652e-06,1.148
6.39159e-05,0.0224283,4.05271e-05,1.152
6.35704e-05,0.0225739,-1.58164e-05,1.156
6.35704e-05,0.0227199,-8.79394e-06,1.16
6.28794e-05,0.0228662,-8.15885e-05,1.164
6.28794e-05,0.023013,-4.53632e-05,1.168
6.35704e-05,0.0231601,5.14771e-05,1.172
6.35704e-05,0.0233077,2.86213e-05,1.176
6.35704e-05,0.0234556,1.59134e-05,1.18
6.35704e-05,0.0236039,8.84786e-06,1.184
6.35704e-05,0.0237526,4.91941e-06,1.188
6.35704e-05,0.0239017,2.73519e-06,1.192
6.35704e-05,0.0240512,1.52077e-06,1.196
6.35704e-05,0.0242011,8.45547e-07,1.2
6.35704e-05,0.0243514,4.70124e-07,1.204
6.35704e-05,0.0245021,2.61389e-07,1.208
6.35704e-05,0.0246531,1.45332e-07,1.212
6.35704e-05,0.0248045,8.08047e-08,1.216
6.35704e-05,0.0249563,4.49274e-08,1.22
6.35704e-05,0.0251085,2.49796e-08,1.224
6.35704e-05,0.0252611,1.38887e-08,1.228
6.35704e-05,0.0254141,7.72211e-09,1.232
6.35704e-05,0.0255674,4.29349e-09,1.236
6.35704e-05,0.0257212,2.38718e-09,1.24
6.35704e-05,0.0258753,1.32727e-09,1.244
6.35704e-05,0.0260298,7.37964e-10,1.248
6.35704e-05,0.0261846,4.10308e-10,1.252
6.35704e-05,0.0263399,2.28131e-10,1.256
6.35704e-05,0.0264955,1.26841e-10,1.26
6.35704e-05,0.0266515,7.05236e-11,1.264
6.35704e-05,0.0268079,3.92111e-11,1.268
6.35704e-05,0.0269646,2.18014e-11,1.272
6.35704e-05,0.0271218,1.21216e-11,1.276
6.35704e-05,0.0272793,6.73959e-12,1.28
6.35704e-05,0.0274371,3.74721e-12,1.284
6.35704e-05,0.0275954,2.08345e-12,1.288
6.35704e-05,0.027754,1.1584e-12,1.292
6.35704e-05,0.027913,6.44069e-13,1.296
6.35704e-05,0.0280723,3.58103e-13,1.3
6.35704e-05,0.0282321,1.99105e-13,1.304
6.35704e-05,0.0283922,1.10702e-13,1.308
6.35704e-05,0.0285526,6.15505e-14,1.312
6.35704e-05,0.0287134,3.42221e-14,1.316
6.35704e-05,0.0288746,1.90275e-14,1.32
6.35704e-05,0.0290362,1.05793e-14,1.324
6.35704e-05,0.0291981,5.88208e-15,1.328
6.35704e-05,0.0293604,3.27044e-15,1.332
6.35704e-05,0.0295231,1.81836e-15,1.336
6.35704e-05,0.0296861,1.01101e-15,1.34
6.35704e-05,0.0298495,5.62121e-16,1.344
6.35704e-05,0.0300132,3.12539e-16,1.348
6.35704e-05,0.0301773,1.73772e-16,1.352
6.35704e-05,0.0303418,9.66172e-17,1.356
6.35704e-05,0.0305066,5.37192e-17,1.36
6.35704e-05,0.0306717,2.98679e-17,1.364
6.39159e-05,0.0308373,3.83495e-05,1.368
6.39159e-05,0.0310032,2.13223e-05,1.372
6.39159e-05,0.0311694,1.18552e-05,1.376
6.39159e-05,0.031336,6.5915e-06,1.38
6.39159e-05,0.031503,3.66487e-06,1.384
6.39159e-05,0.0316703,2.03767e-06,1.388
6.39159e-05,0.0318379,1.13294e-06,1.392
6.39159e-05,0.0320059,6.29917e-07,1.396
6.39159e-05,0.0321743,3.50234e-07,1.4
6.39159e-05,0.032343,1.9473e-07,1.404
6.39159e-05,0.0325121,1.0827e-07,1.408
6.39159e-05,0.0326815,6.01981e-08,1.412
6.39159e-05,0.0328513,3.34701e-08,1.416
6.39159e-05,0.0330214,1.86094e-08,1.42
6.39159e-05,0.0331918,1.03468e-08,1.424
6.39159e-05,0.0333626,5.75283e-09,1.428
6.39159e-05,0.0335338,3.19857e-09,1.432
6.39159e-05,0.0337053,1.77841e-09,1.436
6.39159e-05,0.0338771,9.88795e-10,1.44
6.39159e-05,0.0340493,5.4977e-10,1.444
6.39159e-05,0.0342218,3.05672e-10,1.448
6.39159e-05,0.0343947,1.69954e-10,1.452
6.39159e-05,0.0345679,9.44942e-11,1.456
6.39159e-05,0.0347414,5.25388e-11,1.46
6.39159e-05,0.0349153,2.92116e-11,1.464
6.42613e-05,0.0350895,3.83495e-05,1.468
6.42613e-05,0.0352641,2.13223e-05,1.472
6.42613e-05,0.035439,1.18552e-05,1.476
6.39159e-05,0.0356142,-3.1758e-05,1.48
6.42613e-05,0.0357898,2.06921e-05,1.484
6.42613e-05,0.0359657,1.15048e-05,1.488
6.42613e-05,0.0361419,6.39666e-06,1.492
6.42613e-05,0.0363185,3.55654e-06,1.496
6.42613e-05,0.0364954,1.97744e-06,1.5
6.42613e-05,0.0366727,1.09946e-06,1.504
6.42613e-05,0.0368502,6.11297e-07,1.508
6.42613e-05,0.0370281,3.39881e-07,1.512
6.42613e-05,0.0372064,1.88974e-07,1.516
6.42613e-05,0.0373849,1.0507e-07,1.52
6.42613e-05,0.0375638,5.84187e-08,1.524
6.42613e-05,0.037743,3.24808e-08,1.528
6.46068e-05,0.0379226,3.83676e-05,1.532
6.46068e-05,0.0381024,2.13324e-05,1.536
6.46068e-05,0.0382826,1.18608e-05,1.54
6.46068e-05,0.0384631,6.5946e-06,1.544
6.46068e-05,0.038644,3.6666e-06,1.548
6.46068e-05,0.0388251,2.03863e-06,1.552
6.46068e-05,0.0390066,1.13348e-06,1.556
6.46068e-05,0.0391884,6.30214e-07,1.56
6.49523e-05,0.0393706,3.86999e-05,1.564
6.49523e-05,0.039553,2.15172e-05,1.568
6.49523e-05,0.0397358,1.19635e-05,1.572
6.49523e-05,0.0399189,6.65173e-06,1.576
6.52978e-05,0.0401023,4.20479e-05,1.58
6.52978e-05,0.040286,2.33786e-05,1.584
6.52978e-05,0.04047,1.29985e-05,1.588
6.52978e-05,0.0406544,7.22717e-06,1.592
6.52978e-05,0.040839,4.01831e-06,1.596
6.52978e-05,0.041024,2.23418e-06,1.6
6.52978e-05,0.0412093,1.2422e-06,1.604
6.52978e-05,0.0413949,6.90665e-07,1.608
6.56433e-05,0.0415808,3.87335e-05,1.612
6.56433e-05,0.0417671,2.15358e-05,1.616
6.59888e-05,0.0419536,5.03234e-05,1.62
6.59888e-05,0.0421405,2.79798e-05,1.624
6.59888e-05,0.0423276,1.55568e-05,1.628
6.59888e-05,0.0425151,8.64957e-06,1.632
6.59888e-05,0.0427029,4.80916e-06,1.636
6.63343e-05,0.042891,4.10234e-05,1.64
6.63343e-05,0.0430794,2.2809e-05,1.644
6.63343e-05,0.043268,1.26818e-05,1.648
6.63343e-05,0.043457,7.05109e-06,1.652
6.66798e-05,0.0436464,4.22699e-05,1.656
6.66798e-05,0.043836,2.35021e-05,1.66
6.66798e-05,0.0440259,1.30672e-05,1.664
6.66798e-05,0.0442161,7.26534e-06,1.668
6.70253e-05,0.0444066,4.2389e-05,1.672
6.70253e-05,0.0445974,2.35683e-05,1.676
6.70253e-05,0.0447885,1.3104e-05,1.68
6.70253e-05,0.0449799,7.28581e-06,1.684
6.70253e-05,0.0451716,4.05091e-06,1.688
6.70253e-05,0.0453636,2.25231e-06,1.692
6.70253e-05,0.0455559,1.25228e-06,1.696
6.70253e-05,0.0457485,6.96269e-07,1.7
6.70253e-05,0.0459414,3.87126e-07,1.704
6.73708e-05,0.0461346,3.85648e-05,1.708
6.70253e-05,0.0463281,-1.69075e-05,1.712
6.73708e-05,0.0465218,2.89489e-05,1.716
6.73708e-05,0.0467159,1.60956e-05,1.72
6.73708e-05,0.0469103,8.94916e-06,1.724
6.73708e-05,0.0471049,4.97573e-06,1.728
6.73708e-05,0.0472998,2.76651e-06,1.732
6.73708e-05,0.0474951,1.53818e-06,1.736
6.73708e-05,0.0476906,8.55227e-07,1.74
6.73708e-05,0.0478864,4.75506e-07,1.744
6.77163e-05,0.0480824,3.86139e-05,1.748
6.77163e-05,0.0482788,2.14693e-05,1.752
6.77163e-05,0.0484755,1.19369e-05,1.756
6.77163e-05,0.0486724,6.63694e-06,1.76
6.80617e-05,0.0488696,4.20397e-05,1.764
6.80617e-05,0.0490671,2.3374e-05,1.768
6.80617e-05,0.0492649,1.2996e-05,1.772
6.80617e-05,0.049463,7.22576e-06,1.776
6.80617e-05,0.0496614,4.01752e-06,1.78
6.84072e-05,0.04986,4.05833e-05,1.784
