joint_pos_desired, joint_pos, joint_vel_desired, joint_vel_filtered, target_torque, propo_term_torque, deriv_term_torque, current_time
0.067222,0.06645,-3.06438e-07,0,-1,-1,0,0.004
0.067222,0.0664497,-1.22525e-06,-3.83495e-05,-1,-1,0,0.008
0.067222,0.06645,-2.75568e-06,1.70272e-05,-1,-1,0,0.012
0.067222,0.0664497,-4.89696e-06,-2.88824e-05,-1,-1,0,0.016
0.0672219,0.0664507,-7.64836e-06,9.89899e-05,0,-1,0,0.02
0.0672219,0.0664507,-1.10091e-05,5.50384e-05,0,-1,0,0.024
0.0672219,0.0664511,-1.49784e-05,6.89509e-05,0,-1,0,0.028
0.0672218,0.0664514,-1.95556e-05,7.66862e-05,0,-1,0,0.032
0.0672217,0.0664514,-2.47399e-05,4.26375e-05,0,-1,0,0.036
0.0672216,0.0664514,-3.05305e-05,2.37065e-05,0,-1,0,0.04
0.0672215,0.0664514,-3.69266e-05,1.31808e-05,-1,-1,0,0.044
0.0672213,0.0664514,-4.39276e-05,7.32852e-06,-1,-1,0,0.048
0.0672211,0.0664514,-5.15327e-05,4.07466e-06,0,-1,0,0.052
0.0672209,0.0664514,-5.9741e-05,2.26551e-06,0,-1,0,0.056
0.0672206,0.0664514,-6.85519e-05,1.25962e-06,0,-1,0,0.06
0.0672203,0.0664514,-7.79646e-05,7.00351e-07,0,-1,0,0.064
0.06722,0.0664514,-8.79784e-05,3.89395e-07,0,-1,0,0.068
0.0672196,0.0664514,-9.85924e-05,2.16504e-07,0,-1,0,0.072
0.0672192,0.0664514,-0.000109806,1.20376e-07,0,-1,0,0.076
0.0672188,0.0664514,-0.000121618,6.6929e-08,0,-1,0,0.08
0.0672182,0.0664514,-0.000134029,3.72126e-08,0,-1,0,0.084
0.0672177,0.0664514,-0.000147036,2.06902e-08,0,-1,0,0.088
0.0672171,0.0664518,-0.00016064,3.8361e-05,0,-1,0,0.092
0.0672164,0.0664514,-0.00017484,-1.70208e-05,0,-1,0,0.096
0.0672157,0.0664514,-0.000189635,-9.46356e-06,0,-1,0,0.1
0.0672149,0.0664514,-0.000205024,-5.26174e-06,0,-1,0,0.104
0.067214,0.0664518,-0.000221007,3.5424e-05,0,-1,0,0.108
0.0672131,0.0664518,-0.000237582,1.96957e-05,0,-1,0,0.112
0.0672121,0.0664518,-0.00025475,1.09508e-05,0,-1,0,0.116
0.0672111,0.0664514,-0.000272508,-3.22609e-05,0,-1,0,0.12
0.0672099,0.0664511,-0.000290857,-5.62865e-05,0,-1,0,0.124
0.0672087,0.0664521,-0.000309796,8.37532e-05,0,-1,1,0.128
0.0672075,0.0664518,-0.000329324,8.21728e-06,0,-1,1,0.132
0.0672061,0.0664514,-0.00034944,-3.37807e-05,0,-1,0,0.136
