joint_pos_desired, joint_pos, joint_vel_desired, joint_vel_filtered, target_torque, propo_term_torque, deriv_term_torque, current_time
0.19416,0.192997,-3.06438e-07,0,-5,-5,0,0.004
0.19416,0.192998,-1.22525e-06,0.000115049,-5,-5,0,0.008
0.19416,0.192997,-2.75568e-06,2.56175e-05,-5,-5,0,0.012
0.19416,0.192997,-4.89696e-06,1.42433e-05,-5,-5,0,0.016
0.19416,0.192998,-7.64836e-06,4.62688e-05,-5,-5,0,0.02
0.19416,0.192999,-1.10091e-05,0.000140774,-5,-5,0,0.024
0.19416,0.193,-1.49784e-05,0.000193319,-5,-5,0,0.028
0.19416,0.193001,-1.95556e-05,0.000260883,-4,-5,0,0.032
0.19416,0.193002,-2.47399e-05,0.00022175,-4,-5,0,0.036
0.19416,0.193002,-3.05305e-05,0.000199992,-4,-5,0,0.04
0.194159,0.193003,-3.69266e-05,0.000187895,-4,-5,0,0.044
0.194159,0.193003,-4.39276e-05,0.000104469,-5,-5,0,0.048
0.194159,0.193003,-5.15327e-05,5.8085e-05,-5,-5,0,0.052
0.194159,0.193003,-5.9741e-05,3.22953e-05,-5,-5,0,0.056
0.194159,0.193003,-6.85519e-05,1.79562e-05,-5,-5,0,0.06
0.194158,0.193003,-7.79646e-05,9.98363e-06,-5,-5,0,0.064
0.194158,0.193003,-8.79784e-05,5.5509e-06,-5,-5,0,0.068
0.194158,0.193003,-9.85924e-05,3.0863e-06,-5,-5,0,0.072
0.194157,0.193003,-0.000109806,1.71598e-06,-5,-5,0,0.076
0.194157,0.193003,-0.000121618,9.54086e-07,-5,-5,0,0.08
0.194156,0.193003,-0.000134029,5.30472e-07,-5,-5,0,0.084
0.194156,0.193003,-0.000147036,2.94942e-07,-5,-5,0,0.088
0.194155,0.193003,-0.00016064,1.63988e-07,-5,-5,0,0.092
0.194154,0.193003,-0.00017484,9.11773e-08,-5,-5,0,0.096
0.194154,0.193003,-0.000189635,5.06946e-08,-5,-5,0,0.1
0.194153,0.193003,-0.000205024,2.81862e-08,-5,-5,0,0.104
0.194152,0.193003,-0.000221007,1.56715e-08,-4,-5,0,0.108
0.194151,0.193003,-0.000237582,8.71336e-09,-4,-5,0,0.112
0.19415,0.193003,-0.00025475,4.84463e-09,-4,-5,0,0.116
0.194149,0.193003,-0.000272508,2.69361e-09,-4,-5,0,0.12
0.194148,0.193003,-0.000290857,1.49765e-09,-4,-5,1,0.124
0.194147,0.193003,-0.000309796,8.32693e-10,-4,-5,1,0.128
0.194145,0.193003,-0.000329324,4.62977e-10,-4,-5,1,0.132
0.194144,0.193003,-0.00034944,2.57415e-10,-4,-5,1,0.136
0.194143,0.193003,-0.000370143,1.43123e-10,-4,-5,1,0.14
0.194141,0.193003,-0.000391433,7.95764e-11,-4,-5,1,0.144
0.19414,0.193003,-0.000413309,4.42445e-11,-4,-5,1,0.148
0.194138,0.193003,-0.000435771,2.45999e-11,-4,-5,1,0.152
0.194136,0.193003,-0.000458816,1.36776e-11,-4,-5,1,0.156
0.194134,0.193003,-0.000482446,7.60472e-12,-3,-5,1,0.16
0.194132,0.193003,-0.000506658,4.22823e-12,-3,-5,1,0.164
0.19413,0.193003,-0.000531452,2.35089e-12,-3,-5,1,0.168
0.194128,0.193003,-0.000556828,1.3071e-12,-3,-5,1,0.172
0.194126,0.193003,-0.000582785,7.26746e-13,-3,-5,2,0.176
0.194123,0.193003,-0.000609321,4.04071e-13,-3,-5,2,0.18
0.194121,0.193003,-0.000636437,2.24663e-13,-3,-5,2,0.184
0.194118,0.193003,-0.000664131,1.24913e-13,-3,-5,2,0.188
0.194115,0.193003,-0.000692403,6.94515e-14,-3,-5,2,0.192
0.194113,0.193003,-0.000721251,3.8615e-14,-3,-5,2,0.196
0.19411,0.193003,-0.000750676,2.147e-14,-2,-5,2,0.2
0.194107,0.193003,-0.000780676,1.19373e-14,-2,-5,2,0.204
0.194103,0.193003,-0.000811251,6.63714e-15,-2,-5,2,0.208
0.1941,0.193003,-0.000842399,3.69025e-15,-2,-5,2,0.212
0.194097,0.193003,-0.000874121,2.05178e-15,-2,-5,3,0.216
0.194093,0.193003,-0.000906415,1.14079e-15,-2,-5,3,0.22
0.194089,0.193003,-0.000939281,6.34279e-16,-2,-5,3,0.224
0.194086,0.193003,-0.000972717,3.52659e-16,-2,-5,3,0.228
0.194082,0.193003,-0.00100672,1.96078e-16,-1,-5,3,0.232
0.194078,0.193003,-0.0010413,1.0902e-16,-1,-5,3,0.236
0.194073,0.193003,-0.00107644,6.06149e-17,-1,-5,3,0.24
0.194069,0.193003,-0.00111216,3.37019e-17,-1,-5,3,0.244
0.194064,0.193003,-0.00114844,1.87382e-17,-1,-5,4,0.248
0.19406,0.193003,-0.00118528,1.04185e-17,-1,-5,4,0.252
0.194055,0.193003,-0.00122269,5.79266e-18,0,-5,4,0.256
0.19405,0.193003,-0.00126067,3.22072e-18,0,-5,4,0.26
0.194045,0.193003,-0.00129921,1.79072e-18,0,-5,4,0.264
0.19404,0.193003,-0.00133831,9.95641e-19,0,-5,4,0.268
0.194034,0.193003,-0.00137798,5.53576e-19,0,-5,4,0.272
0.194029,0.193003,-0.00141821,3.07788e-19,0,-5,4,0.276
0.194023,0.193003,-0.001459,-3.83495e-05,0,-5,4,0.28
0.194017,0.193003,-0.00150035,1.70272e-05,0,-5,5,0.284
0.194011,0.193003,-0.00154226,9.46711e-06,0,-5,5,0.288
0.194005,0.193003,-0.00158472,4.36132e-05,0,-5,5,0.292
