joint_pos_desired, joint_pos, joint_vel_desired, joint_vel_filtered, target_torque, propo_term_torque, deriv_term_torque, current_time
-0.984,-0.983957,3.06438e-07,0,0,0,0,0.004
-0.984,-0.983958,1.22525e-06,-3.83495e-05,0,0,0,0.008
-0.984,-0.983957,2.75568e-06,1.70272e-05,0,0,0,0.012
-0.984,-0.983957,4.89696e-06,9.46711e-06,0,0,0,0.016
-0.984,-0.983957,7.64836e-06,5.26372e-06,0,0,0,0.02
-0.984,-0.983957,1.10091e-05,4.12761e-05,0,0,0,0.024
-0.984,-0.983956,1.49784e-05,9.96486e-05,0,0,0,0.028
-0.984,-0.983956,1.95556e-05,0.000132104,0,0,0,0.032
-0.984,-0.983956,2.47399e-05,7.34496e-05,0,0,0,0.036
-0.984,-0.983956,3.05305e-05,2.48847e-06,0,0,0,0.04
-0.983999,-0.983956,3.69266e-05,-3.69659e-05,0,0,0,0.044
-0.983999,-0.983956,4.39276e-05,-2.05531e-05,0,0,0,0.048
-0.983999,-0.983956,5.15327e-05,-1.14275e-05,0,0,0,0.052
-0.983999,-0.983956,5.9741e-05,-6.35369e-06,0,0,0,0.056
-0.983999,-0.983956,6.85519e-05,-3.53265e-06,0,0,0,0.06
-0.983998,-0.983956,7.79646e-05,-1.96415e-06,0,0,0,0.064
-0.983998,-0.983956,8.79784e-05,-1.09207e-06,0,0,0,0.068
-0.983998,-0.983956,9.85924e-05,-6.07191e-07,0,0,0,0.072
-0.983997,-0.983956,0.000109806,-3.37598e-07,0,0,0,0.076
-0.983997,-0.983956,0.000121618,-1.87704e-07,0,0,0,0.08
-0.983996,-0.983956,0.000134029,-1.04364e-07,0,0,0,0.084
-0.983996,-0.983956,0.000147036,-5.80262e-08,0,0,0,0.088
-0.983995,-0.983956,0.00016064,-3.22626e-08,0,0,0,0.092
-0.983994,-0.983956,0.00017484,-1.7938e-08,0,0,0,0.096
-0.983994,-0.983957,0.000189635,-3.83595e-05,0,0,0,0.1
-0.983993,-0.983957,0.000205024,-2.13279e-05,0,0,0,0.104
-0.983992,-0.983956,0.000221007,2.64912e-05,0,0,0,0.108
-0.983991,-0.983956,0.000237582,1.47291e-05,0,0,0,0.112
-0.98399,-0.983956,0.00025475,8.18939e-06,0,0,0,0.116
-0.983989,-0.983956,0.000272508,4.5533e-06,0,0,0,0.12
-0.983988,-0.983956,0.000290857,2.53163e-06,0,0,0,0.124
-0.983987,-0.983956,0.000309796,1.40759e-06,0,0,0,0.128
-0.983985,-0.983956,0.000329324,7.82619e-07,0,0,0,0.132
-0.983984,-0.983956,0.00034944,4.35136e-07,-1,0,-1,0.136
-0.983983,-0.983956,0.000370143,2.41936e-07,-1,0,-1,0.14
-0.983981,-0.983956,0.000391433,1.34516e-07,-1,0,-1,0.144
-0.98398,-0.983956,0.000413309,7.47911e-08,-1,0,-1,0.148
-0.983978,-0.983956,0.000435771,4.15838e-08,-1,0,-1,0.152
-0.983976,-0.983956,0.000458816,2.31206e-08,-1,0,-1,0.156
-0.983974,-0.983956,0.000482446,1.28551e-08,-1,0,-1,0.16
-0.983972,-0.983956,0.000506658,7.14741e-09,-1,0,-1,0.164
-0.98397,-0.983956,0.000531452,3.97396e-09,-1,0,-1,0.168
-0.983968,-0.983956,0.000556828,2.20952e-09,-1,0,-1,0.172
-0.983966,-0.983956,0.000582785,1.22849e-09,-1,0,-1,0.176
-0.983963,-0.983956,0.000609321,6.83043e-10,-1,0,-1,0.18
-0.983961,-0.983956,0.000636437,3.79772e-10,-1,0,-1,0.184
-0.983958,-0.983956,0.000664131,2.11153e-10,-1,0,-1,0.188
-0.983955,-0.983956,0.000692403,1.17401e-10,-2,0,-2,0.192
-0.983953,-0.983956,0.000721251,6.52751e-11,-2,0,-2,0.196
-0.98395,-0.983956,0.000750676,3.62929e-11,-2,0,-2,0.2
-0.983947,-0.983956,0.000780676,2.01789e-11,-2,0,-2,0.204
-0.983943,-0.983956,0.000811251,1.12195e-11,-2,0,-2,0.208
-0.98394,-0.983956,0.000842399,6.23802e-12,-2,0,-2,0.212
-0.983937,-0.983957,0.000874121,-3.83495e-05,-2,0,-2,0.216
-0.983933,-0.983957,0.000906415,-2.13223e-05,-2,0,-2,0.22
-0.983929,-0.983956,0.000939281,2.64943e-05,-2,0,-2,0.224
-0.983926,-0.983956,0.000972717,9.14299e-05,-2,0,-2,0.228
-0.983922,-0.983957,0.00100672,-6.42135e-05,-3,0,-3,0.232
-0.983918,-0.983956,0.0010413,4.09963e-05,-3,0,-3,0.236
-0.983913,-0.983956,0.00107644,2.27939e-05,-3,0,-3,0.24
-0.983909,-0.983956,0.00111216,5.10229e-05,-3,0,-3,0.244
-0.983904,-0.983956,0.00114844,-9.98076e-06,-3,0,-3,0.248
-0.9839,-0.983956,0.00118528,-5.5493e-06,-3,0,-3,0.252
-0.983895,-0.983956,0.00122269,-3.08541e-06,-3,0,-3,0.256
-0.98389,-0.983956,0.00126067,-1.71549e-06,-3,0,-3,0.26
-0.983885,-0.983956,0.00129921,-9.53812e-07,-3,0,-3,0.264
-0.98388,-0.983956,0.00133831,-3.88798e-05,-4,0,-4,0.268
-0.983874,-0.983956,0.00137798,1.67323e-05,-4,0,-4,0.272
-0.983869,-0.983956,0.00141821,9.30317e-06,-4,0,-4,0.276
-0.983863,-0.983956,0.001459,5.17256e-06,-4,0,-4,0.28
-0.983857,-0.983956,0.00150035,2.87595e-06,-4,0,-4,0.284
-0.983851,-0.983956,0.00154226,1.59903e-06,-4,0,-4,0.288
-0.983845,-0.983956,0.00158472,8.89058e-07,-4,0,-4,0.292
-0.983838,-0.983956,0.00162775,4.94316e-07,-5,0,-4,0.296
-0.983832,-0.983956,0.00167133,3.86244e-05,-5,0,-4,0.3
-0.983825,-0.983956,0.00171547,-1.68744e-05,-5,0,-5,0.304
-0.983818,-0.983956,0.00176017,-9.38215e-06,-5,0,-5,0.308
-0.983811,-0.983956,0.00180542,-5.21648e-06,-5,0,-5,0.312
-0.983803,-0.983956,0.00185122,-2.90036e-06,-5,0,-5,0.316
-0.983796,-0.983956,0.00189758,-1.6126e-06,-5,0,-5,0.32
-0.983788,-0.983956,0.00194449,-8.96606e-07,-6,0,-5,0.324
-0.98378,-0.983956,0.00199196,-4.98513e-07,-6,0,-5,0.328
-0.983772,-0.983956,0.00203997,-2.77173e-07,-6,0,-6,0.332
-0.983764,-0.983956,0.00208854,3.81954e-05,-6,0,-6,0.336
-0.983756,-0.983956,0.00213765,-1.71129e-05,-6,0,-6,0.34
-0.983747,-0.983956,0.00218732,-9.51475e-06,-6,0,-6,0.344
-0.983738,-0.983956,0.00223753,-5.2902e-06,-6,0,-6,0.348
-0.983729,-0.983956,0.00228829,-2.94135e-06,-7,0,-6,0.352
-0.98372,-0.983956,0.00233959,3.67141e-05,-7,0,-6,0.356
-0.98371,-0.983956,0.00239145,2.04131e-05,-7,0,-7,0.36
-0.983701,-0.983956,0.00244384,1.13497e-05,-7,0,-7,0.364
-0.983691,-0.983956,0.00249678,6.31041e-06,-7,0,-7,0.368
-0.983681,-0.983956,0.00255027,3.50859e-06,-7,0,-7,0.372
-0.98367,-0.983955,0.0026043,4.03003e-05,-8,0,-7,0.376
-0.98366,-0.983956,0.00265887,-1.59426e-05,-8,0,-8,0.38
-0.983649,-0.983956,0.00271398,-8.86406e-06,-8,0,-8,0.384
-0.983638,-0.983955,0.00276964,3.34211e-05,-8,0,-8,0.388
-0.983627,-0.983955,0.00282583,1.85821e-05,-8,0,-8,0.392
-0.983615,-0.983955,0.00288256,1.03317e-05,-8,0,-8,0.396
-0.983604,-0.983955,0.00293983,5.7444e-06,-9,0,-8,0.4
-0.983592,-0.983955,0.00299764,3.19389e-06,-9,0,-8,0.404
-0.98358,-0.983955,0.00305599,1.7758e-06,-9,0,-9,0.408
-0.983568,-0.983955,0.00311487,9.87346e-07,-9,0,-9,0.412
-0.983555,-0.983955,0.00317429,5.48964e-07,-9,0,-9,0.416
-0.983542,-0.983955,0.00323424,3.05224e-07,-10,0,-9,0.42
-0.983529,-0.983955,0.00329472,1.69705e-07,-10,0,-9,0.424
-0.983516,-0.983955,0.00335574,9.43558e-08,-10,0,-10,0.428
-0.983502,-0.983955,0.00341729,3.8402e-05,-10,0,-10,0.432
-0.983488,-0.983955,0.00347938,2.13515e-05,-10,0,-10,0.436
-0.983474,-0.983955,0.00354199,1.18714e-05,-11,0,-10,0.44
-0.98346,-0.983955,0.00360514,6.60052e-06,-11,0,-10,0.444
-0.983446,-0.983955,0.00366881,3.66989e-06,-11,0,-10,0.448
-0.983431,-0.983955,0.00373301,2.04046e-06,-11,0,-11,0.452
-0.983416,-0.983955,0.00379774,1.13449e-06,-11,0,-11,0.456
-0.9834,-0.983955,0.003863,6.30779e-07,-12,0,-11,0.46
-0.983385,-0.983955,0.00392879,3.50713e-07,-12,0,-11,0.464
-0.983369,-0.983955,0.0039951,1.94996e-07,-12,0,-11,0.468
-0.983353,-0.983954,0.00406193,3.84579e-05,-12,0,-12,0.472
-0.983336,-0.983954,0.00412929,2.13826e-05,-13,0,-12,0.476
-0.98332,-0.983954,0.00419717,1.18887e-05,-13,0,-12,0.48
-0.983303,-0.983954,0.00426558,6.61013e-06,-13,0,-12,0.484
-0.983286,-0.983954,0.0043345,3.67523e-06,-13,0,-12,0.488
-0.983268,-0.983954,0.00440395,2.04343e-06,-13,0,-13,0.492
-0.98325,-0.983954,0.00447392,1.13615e-06,-14,0,-13,0.496
-0.983232,-0.983954,0.00454441,3.89812e-05,-14,0,-13,0.5
-0.983214,-0.983954,0.00461542,2.16736e-05,-14,0,-13,0.504
-0.983195,-0.983954,0.00468694,1.20505e-05,-14,0,-14,0.508
-0.983177,-0.983954,0.00475899,4.50496e-05,-14,0,-14,0.512
-0.983157,-0.983954,0.00483154,2.50476e-05,-15,0,-14,0.516
-0.983138,-0.983954,0.00490462,1.39264e-05,-15,0,-14,0.52
-0.983118,-0.983954,0.00497821,7.74311e-06,-15,0,-14,0.524
-0.983098,-0.983953,0.00505232,4.26547e-05,-15,0,-15,0.528
-0.983078,-0.983953,0.00512693,6.20655e-05,-16,0,-15,0.532
-0.983057,-0.983953,0.00520207,3.45084e-05,-16,0,-15,0.536
-0.983036,-0.983953,0.00527771,1.91867e-05,-16,-1,-15,0.54
